t_s,frame,key,value
0.0327,ID,id.arm,1
0.0327,ID,id.axis,2
0.0327,ID,id.dither,-0
0.0327,ID,id.mode,1
0.0327,ID,id.sample_counter,8600
0.0327,ID,id.sysid_state,3
0.0327,ID,id.vbat,0
0.0327,ID,id.yaw.r,-0.037906349
0.0327,ID,id.yaw.u_ad,0.005638944
0.0327,ID,id.yaw.u_nom,-0.017836872
0.0327,ID,id.yaw.x,0.030580517
0.0327,ID,id.yaw.xm,-0.037906349
0.0360,ID,id.arm,1
0.0360,ID,id.axis,2
0.0360,ID,id.dither,0
0.0360,ID,id.mode,1
0.0360,ID,id.sample_counter,8601
0.0360,ID,id.sysid_state,0
0.0360,ID,id.vbat,0
0.0360,ID,id.yaw.r,-0.19341615
0.0360,ID,id.yaw.u_ad,-0.019828152
0.0360,ID,id.yaw.u_nom,-0.039333522
0.0360,ID,id.yaw.x,-0.03718048
0.0360,ID,id.yaw.xm,-0.19341615
0.1310,ID,id.arm,1
0.1310,ID,id.axis,2
0.1310,ID,id.dither,-0.00014390842
0.1310,ID,id.mode,1
0.1310,ID,id.sample_counter,8602
0.1310,ID,id.sysid_state,1
0.1310,ID,id.vbat,0
0.1310,ID,id.yaw.r,-0.20188975
0.1310,ID,id.yaw.u_ad,-0.020041652
0.1310,ID,id.yaw.u_nom,-0.078039244
0.1310,ID,id.yaw.x,0.11237775
0.1310,ID,id.yaw.xm,-0.20188975
0.1319,A,mrac.pitch.e,0.26500335
0.1319,A,mrac.pitch.u_ad,-0.012864123
0.1319,A,mrac.roll.e,-0.1076002
0.1319,A,mrac.roll.u_ad,0.1511142
0.1319,A,mrac.yaw.e,0.14576972
0.1319,A,mrac.yaw.u_ad,-0.020253588
0.1319,A,mrac.z.e,0.23447216
0.1319,A,mrac.z.u_ad,-0.13328427
0.1319,A,status.arm,1
0.1319,A,status.flymode,1
0.1319,A,status.rc_authority,0
0.1319,A,status.sbus_lost,0
0.1319,A,status.twc_arrived,0
0.1319,A,status.twc_execute,0
0.1320,B,mrac.pitch.theta_0,4.5340856e-11
0.1320,B,mrac.pitch.theta_1,0.0039498182
0.1320,B,mrac.pitch.theta_2,7.5574753e-05
0.1320,B,mrac.pitch.theta_3,0.00047041039
0.1320,B,mrac.pitch.theta_4,0.03876166
0.1320,B,mrac.pitch.theta_5,0.087611035
