t_s,frame,key,value
0.0128,A,mrac.pitch.e,0.21312684
0.0128,A,mrac.pitch.u_ad,-0.031265385
0.0128,A,mrac.roll.e,-0.069743149
0.0128,A,mrac.roll.u_ad,0.029595483
0.0128,A,mrac.yaw.e,0.1281231
0.0128,A,mrac.yaw.u_ad,-0.0086622098
0.0128,A,mrac.z.e,-0.017559137
0.0128,A,mrac.z.u_ad,0.86385411
0.0128,A,status.arm,1
0.0128,A,status.flymode,1
0.0128,A,status.rc_authority,0
0.0128,A,status.sbus_lost,0
0.0128,A,status.twc_arrived,0
0.0128,A,status.twc_execute,1
0.0129,B,mrac.pitch.theta_0,1.6295666e-10
0.0129,B,mrac.pitch.theta_1,0.0040814648
0.0129,B,mrac.pitch.theta_2,0.0003585103
0.0129,B,mrac.pitch.theta_3,0.010886605
0.0129,B,mrac.pitch.theta_4,0.19170558
0.0129,B,mrac.pitch.theta_5,0.14752722
0.0129,B,mrac.pitch.u_nom,0.041037861
0.0129,B,mrac.pitch.xm,-0.15095119
0.0129,B,mrac.roll.theta_0,0.016360806
0.0129,B,mrac.roll.theta_1,0.0005443077
0.0129,B,mrac.roll.theta_2,0.017603656
0.0129,B,mrac.roll.theta_3,0.0071968148
0.0129,B,mrac.roll.theta_4,0.19386174
0.0129,B,mrac.roll.theta_5,0.14565885
0.0129,B,mrac.roll.u_nom,-0.091823347
0.0129,B,mrac.roll.xm,-0.0057536955
0.0129,B,mrac.yaw.theta_0,0.0013685547
0.0129,B,mrac.yaw.theta_1,0.017259749
0.0129,B,mrac.yaw.theta_2,0.0044785053
0.0129,B,mrac.yaw.theta_3,0
0.0129,B,mrac.yaw.theta_4,0.11587044
0.0129,B,mrac.yaw.theta_5,0.085664392
0.0129,B,mrac.yaw.u_nom,-0.017797252
0.0129,B,mrac.yaw.xm,-0.075965412
0.0129,B,mrac.z.theta_0,0.8429184
0.0129,B,mrac.z.theta_1,0.0015176206
0.0129,B,mrac.z.theta_2,0.0079176072
0.0129,B,mrac.z.theta_3,0
0.0129,B,mrac.z.theta_4,0.19823582
0.0129,B,mrac.z.theta_5,0.18002062
0.0129,B,mrac.z.u_nom,0.097076587
0.0129,B,mrac.z.xm,0.01670943
0.0129,B,path.active_path_mode,1
0.0129,B,path.circle_theta,0
0.0129,B,path.sinusoid_t_elapsed,5.1200695
0.0129,B,path.twc_arrived,0
0.0129,B,path.twc_target_x,1.4901161e-06
0.0129,B,path.twc_target_y,-50
0.0129,B,path.twc_target_z,0.5
0.0129,B,pid.gyrox.Des,-0.32966232
0.0129,B,pid.gyrox.FB,3.5859704
0.0129,B,pid.gyrox.U,-107.43332
0.0129,B,pid.gyroy.Des,-8.6488628
0.0129,B,pid.gyroy.FB,-4.2697968
0.0129,B,pid.gyroy.U,48.014297
0.0129,B,pid.gyroz.Des,-4.3524957
0.0129,B,pid.gyroz.FB,-0.44115159
0.0129,B,pid.gyroz.U,-33.316456
0.0129,B,pid.locx.Des,1.4901161e-06
0.0129,B,pid.locx.FB,-20.860941
0.0129,B,pid.locx.U,18.652761
0.0129,B,pid.locxs.Des,18.652761
0.0129,B,pid.locxs.FB,0
0.0129,B,pid.locxs.U,55.910297
0.0129,B,pid.locy.Des,-50
0.0129,B,pid.locy.FB,-24.595001
0.0129,B,pid.locy.U,-22.323751
0.0129,B,pid.locys.Des,-22.323751
0.0129,B,pid.locys.FB,0
0.0129,B,pid.locys.U,-66.970825
0.0129,B,pid.pitch.Des,-3.878643
0.0129,B,pid.pitch.FB,-0.92964053
0.0129,B,pid.pitch.U,-8.6488628
0.0129,B,pid.roll.Des,-3.2892332
0.0129,B,pid.roll.FB,-3.1231985
0.0129,B,pid.roll.U,-0.32966232
0.0129,B,pid.yaw.Des,0
0.0129,B,pid.yaw.FB,0.39208263
0.0129,B,pid.yaw.U,-4.3524957
0.0129,B,pid.z_pos.Des,0.5
0.0129,B,pid.z_pos.FB,0.49919164
0.0129,B,pid.z_pos.U,0.01670943
0.0129,B,pid.z_rate.Des,0.01670943
0.0129,B,pid.z_rate.FB,-0.0045430749
0.0129,B,pid.z_rate.U,21.551003
0.0129,B,status.vbat,0
0.2294,A,mrac.pitch.e,0.081487611
0.2294,A,mrac.pitch.u_ad,-0.018132802
0.2294,A,mrac.roll.e,0.028698159
0.2294,A,mrac.roll.u_ad,0.0063978825
0.2294,A,mrac.yaw.e,0.0803876
0.2294,A,mrac.yaw.u_ad,-0.010515762
0.2294,A,mrac.z.e,-0.029006615
0.2294,A,mrac.z.u_ad,0.86815524
0.2294,A,status.arm,1
0.2294,A,status.flymode,1
0.2294,A,status.rc_authority,1
0.2294,A,status.sbus_lost,0
0.2294,A,status.twc_arrived,0
0.2294,A,status.twc_execute,1
0.2295,B,mrac.pitch.theta_0,5.4598472e-11
0.2295,B,mrac.pitch.theta_1,0.0040911641
0.2295,B,mrac.pitch.theta_2,0.00035820616
0.2295,B,mrac.pitch.theta_3,0.010883734
0.2295,B,mrac.pitch.theta_4,0.19167557
0.2295,B,mrac.pitch.theta_5,0.14752516
0.2295,B,mrac.pitch.u_nom,0.019376036
0.2295,B,mrac.pitch.xm,-0.18170737
0.2295,B,mrac.roll.theta_0,0.0271481
0.2295,B,mrac.roll.theta_1,0.00053328206
0.2295,B,mrac.roll.theta_2,0.017638039
