t_s,frame,key,value
0.1649,A,mrac.pitch.e,-0.15888789
0.1649,A,mrac.pitch.u_ad,0.18114938
0.1649,A,mrac.roll.e,-0.18318972
0.1649,A,mrac.roll.u_ad,0.18519433
0.1649,A,mrac.yaw.e,-1.0365281
0.1649,A,mrac.yaw.u_ad,0
0.1649,A,mrac.z.e,-2.8820175e-06
0.1649,A,mrac.z.u_ad,0.23264477
0.1649,A,status.arm,0
0.1649,A,status.flymode,0
0.1649,A,status.of_hold,0
0.1649,A,status.rc_authority,0
0.1649,A,status.sbus_lost,0
0.1649,A,status.twc_arrived,0
0.1649,A,status.twc_execute,0
0.1649,B,mrac.pitch.theta_0,0.14897633
0.1649,B,mrac.pitch.theta_1,0.0051429812
0.1649,B,mrac.pitch.theta_2,0.011791154
0.1649,B,mrac.pitch.theta_3,0.007559286
0.1649,B,mrac.pitch.theta_4,0.16983356
0.1649,B,mrac.pitch.theta_5,0.14434895
0.1649,B,mrac.pitch.u_nom,0.055373024
0.1649,B,mrac.pitch.xm,0.17383592
0.1649,B,mrac.roll.theta_0,0.14902766
0.1649,B,mrac.roll.theta_1,0.0054836036
0.1649,B,mrac.roll.theta_2,0.014331793
0.1649,B,mrac.roll.theta_3,0.0047392189
0.1649,B,mrac.roll.theta_4,0.17021607
0.1649,B,mrac.roll.theta_5,0.14528777
0.1649,B,mrac.roll.u_nom,0.060762122
0.1649,B,mrac.roll.xm,0.19576992
0.1649,B,mrac.yaw.theta_0,0.089516476
0.1649,B,mrac.yaw.theta_1,0.018201033
0.1649,B,mrac.yaw.theta_2,0.0024814121
0.1649,B,mrac.yaw.theta_3,0
0.1649,B,mrac.yaw.theta_4,0.11481102
0.1649,B,mrac.yaw.theta_5,0.08953923
0.1649,B,mrac.yaw.u_nom,0.18595369
0.1649,B,mrac.yaw.xm,1.0471979
0.1649,B,mrac.z.theta_0,0.23460004
0.1649,B,mrac.z.theta_1,0.00014405367
0.1649,B,mrac.z.theta_2,0.0048827319
0.1649,B,mrac.z.theta_3,0
0.1649,B,mrac.z.theta_4,0.19703375
0.1649,B,mrac.z.theta_5,0.19219604
0.1649,B,mrac.z.u_nom,-0.0099214539
0.1649,B,mrac.z.xm,0
0.1649,B,path.active_path_mode,0
0.1649,B,path.circle_theta,0
0.1649,B,path.sinusoid_t_elapsed,0
0.1649,B,path.twc_arrived,0
0.1649,B,path.twc_target_x,0
0.1649,B,path.twc_target_y,0
0.1649,B,path.twc_target_z,0
0.1649,B,pid.gyrox.Des,11.216785
0.1649,B,pid.gyrox.FB,-0.62200785
0.1649,B,pid.gyrox.U,71.091682
0.1649,B,pid.gyroy.Des,9.9600601
0.1649,B,pid.gyroy.FB,-0.37380934
0.1649,B,pid.gyroy.U,64.786438
0.1649,B,pid.gyroz.Des,60
0.1649,B,pid.gyroz.FB,0.32796031
0.1649,B,pid.gyroz.U,348.10532
0.1649,B,pid.locx.Des,0
0.1649,B,pid.locx.FB,0
0.1649,B,pid.locx.U,-2
0.1649,B,pid.locxs.Des,-2
0.1649,B,pid.locxs.FB,-0.39816728
0.1649,B,pid.locxs.U,-4.8025122
0.1649,B,pid.locy.Des,0
0.1649,B,pid.locy.FB,-0
0.1649,B,pid.locy.U,-2
0.1649,B,pid.locys.Des,-2
0.1649,B,pid.locys.FB,-1.3570051
0.1649,B,pid.locys.U,-1.9298601
0.1649,B,pid.pitch.Des,0.951738
0.1649,B,pid.pitch.FB,0.95859534
0.1649,B,pid.pitch.U,9.9600601
0.1649,B,pid.roll.Des,0.030700412
0.1649,B,pid.roll.FB,-0.3761608
0.1649,B,pid.roll.U,11.216785
0.1649,B,pid.yaw.Des,-144.96861
0.1649,B,pid.yaw.FB,61.352592
0.1649,B,pid.yaw.U,158.22656
0.1649,B,pid.z_pos.Des,0.049991921
0.1649,B,pid.z_pos.FB,0.049991921
0.1649,B,pid.z_pos.U,-0.021388972
0.1649,B,pid.z_rate.Des,0
0.1649,B,pid.z_rate.FB,-3.7796403e-06
0.1649,B,pid.z_rate.U,-2.2025628
0.1649,B,status.vbat,16.609694
0.3645,A,mrac.pitch.e,-0.1303495
