t_s,frame,key,value
0.1981,A,mrac.pitch.e,0.18311545
0.1981,A,mrac.pitch.u_ad,-0.034759399
0.1981,A,mrac.roll.e,0.18019833
0.1981,A,mrac.roll.u_ad,-0.032594249
0.1981,A,mrac.yaw.e,0.065707758
0.1981,A,mrac.yaw.u_ad,0.062559858
0.1981,A,mrac.z.e,-5.6051939e-45
0.1981,A,mrac.z.u_ad,0.31611076
0.1981,A,status.arm,0
0.1981,A,status.flymode,0
0.1981,A,status.of_hold,0
0.1981,A,status.rc_authority,0
0.1981,A,status.sbus_lost,0
0.1981,A,status.twc_arrived,0
0.1981,A,status.twc_execute,0
0.1982,B,mrac.pitch.theta_0,2.1019477e-44
0.1982,B,mrac.pitch.theta_1,0.0058211652
0.1982,B,mrac.pitch.theta_2,0.0030645051
0.1982,B,mrac.pitch.theta_3,0.0032639338
0.1982,B,mrac.pitch.theta_4,0.11290422
0.1982,B,mrac.pitch.theta_5,0.1453781
0.1982,B,mrac.pitch.u_nom,-0.065127932
0.1982,B,mrac.pitch.xm,-0.20072636
0.1982,B,mrac.roll.theta_0,2.1019477e-44
0.1982,B,mrac.roll.theta_1,0.006252992
0.1982,B,mrac.roll.theta_2,0.0038411189
0.1982,B,mrac.roll.theta_3,0.0022941222
0.1982,B,mrac.roll.theta_4,0.093028948
0.1982,B,mrac.roll.theta_5,0.14490613
0.1982,B,mrac.roll.u_nom,-0.056947093
0.1982,B,mrac.roll.xm,-0.1956844
0.1982,B,mrac.yaw.theta_0,0.068329774
0.1982,B,mrac.yaw.theta_1,0.01184155
0.1982,B,mrac.yaw.theta_2,0.0032437919
0.1982,B,mrac.yaw.theta_3,0
0.1982,B,mrac.yaw.theta_4,0.05893698
0.1982,B,mrac.yaw.theta_5,0.087048233
0.1982,B,mrac.yaw.u_nom,-0.016505262
0.1982,B,mrac.yaw.xm,-0.063137248
0.1982,B,mrac.z.theta_0,0.30781496
0.1982,B,mrac.z.theta_1,4.7963285e-06
