t_s,frame,key,value
0.1835,A,mrac.pitch.e,-0.07363341
0.1835,A,mrac.pitch.u_ad,0.00049479865
0.1835,A,mrac.roll.e,0.26582646
0.1835,A,mrac.roll.u_ad,-0.0064619491
0.1835,A,mrac.yaw.e,0.12825657
0.1835,A,mrac.yaw.u_ad,-0.0054614749
0.1835,A,mrac.z.e,0.2586076
0.1835,A,mrac.z.u_ad,-0.14396396
0.1835,A,status.arm,1
0.1835,A,status.flymode,1
0.1835,A,status.rc_authority,0
0.1835,A,status.sbus_lost,0
0.1835,A,status.twc_arrived,0
0.1835,A,status.twc_execute,1
0.3836,A,mrac.pitch.e,-0.07363341
0.3836,A,mrac.pitch.u_ad,0.00049479865
0.3836,A,mrac.roll.e,0.26582646
0.3836,A,mrac.roll.u_ad,-0.0064619491
0.3836,A,mrac.yaw.e,0.12825657
0.3836,A,mrac.yaw.u_ad,-0.0054614749
0.3836,A,mrac.z.e,0.2586076
0.3836,A,mrac.z.u_ad,-0.14396396
0.3836,A,status.arm,1
0.3836,A,status.flymode,1
0.3836,A,status.rc_authority,0
0.3836,A,status.sbus_lost,0
0.3836,A,status.twc_arrived,0
0.3836,A,status.twc_execute,1
0.5852,A,mrac.pitch.e,-0.07363341
0.5852,A,mrac.pitch.u_ad,0.00049479865
0.5852,A,mrac.roll.e,0.26582646
0.5852,A,mrac.roll.u_ad,-0.0064619491
0.5852,A,mrac.yaw.e,0.12825657
0.5852,A,mrac.yaw.u_ad,-0.0054614749
0.5852,A,mrac.z.e,0.2586076
0.5852,A,mrac.z.u_ad,-0.14396396
0.5852,A,status.arm,1
0.5852,A,status.flymode,1
0.5852,A,status.rc_authority,0
0.5852,A,status.sbus_lost,0
0.5852,A,status.twc_arrived,0
0.5852,A,status.twc_execute,1
0.7985,A,mrac.pitch.e,0.12526457
0.7985,A,mrac.pitch.u_ad,-0.0071129547
0.7985,A,mrac.roll.e,-0.9987464
0.7985,A,mrac.roll.u_ad,0.029434048
0.7985,A,mrac.yaw.e,-0.030613879
0.7985,A,mrac.yaw.u_ad,0.0021789677
0.7985,A,mrac.z.e,0.046664305
0.7985,A,mrac.z.u_ad,0.01322698
0.7985,A,status.arm,1
0.7985,A,status.flymode,1
0.7985,A,status.rc_authority,0
0.7985,A,status.sbus_lost,0
0.7985,A,status.twc_arrived,0
0.7985,A,status.twc_execute,0
0.9993,A,mrac.pitch.e,0.12526457
0.9993,A,mrac.pitch.u_ad,-0.0071129547
0.9993,A,mrac.roll.e,-0.9987464
0.9993,A,mrac.roll.u_ad,0.029434048
0.9993,A,mrac.yaw.e,-0.030613879
0.9993,A,mrac.yaw.u_ad,0.0021789677
0.9993,A,mrac.z.e,0.046664305
0.9993,A,mrac.z.u_ad,0.01322698
0.9993,A,status.arm,1
0.9993,A,status.flymode,1
0.9993,A,status.rc_authority,0
0.9993,A,status.sbus_lost,0
0.9993,A,status.twc_arrived,0
0.9993,A,status.twc_execute,0
1.1993,A,mrac.pitch.e,0.12526457
1.1993,A,mrac.pitch.u_ad,-0.0071129547
1.1993,A,mrac.roll.e,-0.9987464
1.1993,A,mrac.roll.u_ad,0.029434048
1.1993,A,mrac.yaw.e,-0.030613879
1.1993,A,mrac.yaw.u_ad,0.0021789677
1.1993,A,mrac.z.e,0.046664305
1.1993,A,mrac.z.u_ad,0.01322698
1.1993,A,status.arm,1
1.1993,A,status.flymode,1
1.1993,A,status.rc_authority,0
1.1993,A,status.sbus_lost,0
1.1993,A,status.twc_arrived,0
1.1993,A,status.twc_execute,0
1.4171,A,mrac.pitch.e,0.12526457
1.4171,A,mrac.pitch.u_ad,-0.0071129547
1.4171,A,mrac.roll.e,-0.9987464
1.4171,A,mrac.roll.u_ad,0.029434048
1.4171,A,mrac.yaw.e,-0.030613879
1.4171,A,mrac.yaw.u_ad,0.0021789677
1.4171,A,mrac.z.e,0.046664305
1.4171,A,mrac.z.u_ad,0.01322698
1.4171,A,status.arm,1
1.4171,A,status.flymode,1
1.4171,A,status.rc_authority,0
1.4171,A,status.sbus_lost,0
1.4171,A,status.twc_arrived,0
1.4171,A,status.twc_execute,0
1.6175,A,mrac.pitch.e,0.12526457
1.6175,A,mrac.pitch.u_ad,-0.0071129547
1.6175,A,mrac.roll.e,-0.9987464
1.6175,A,mrac.roll.u_ad,0.029434048
1.6175,A,mrac.yaw.e,-0.030613879
1.6175,A,mrac.yaw.u_ad,0.0021789677
1.6175,A,mrac.z.e,0.046664305
1.6175,A,mrac.z.u_ad,0.01322698
1.6175,A,status.arm,1
1.6175,A,status.flymode,1
1.6175,A,status.rc_authority,0
1.6175,A,status.sbus_lost,0
1.6175,A,status.twc_arrived,0
1.6175,A,status.twc_execute,0
1.8176,A,mrac.pitch.e,0.12526457
1.8176,A,mrac.pitch.u_ad,-0.0071129547
1.8176,A,mrac.roll.e,-0.9987464
1.8176,A,mrac.roll.u_ad,0.029434048
1.8176,A,mrac.yaw.e,-0.030613879
1.8176,A,mrac.yaw.u_ad,0.0021789677
1.8176,A,mrac.z.e,0.046664305
1.8176,A,mrac.z.u_ad,0.01322698
1.8176,A,status.arm,1
1.8176,A,status.flymode,1
1.8176,A,status.rc_authority,0
1.8176,A,status.sbus_lost,0
1.8176,A,status.twc_arrived,0
1.8176,A,status.twc_execute,0
2.0176,A,mrac.pitch.e,0.12526457
2.0176,A,mrac.pitch.u_ad,-0.0071129547
2.0176,A,mrac.roll.e,-0.9987464
2.0176,A,mrac.roll.u_ad,0.029434048
2.0176,A,mrac.yaw.e,-0.030613879
2.0176,A,mrac.yaw.u_ad,0.0021789677
2.0176,A,mrac.z.e,0.046664305
2.0176,A,mrac.z.u_ad,0.01322698
2.0176,A,status.arm,1
2.0176,A,status.flymode,1
2.0176,A,status.rc_authority,0
2.0176,A,status.sbus_lost,0
2.0176,A,status.twc_arrived,0
2.0176,A,status.twc_execute,0
2.2333,A,mrac.pitch.e,0.12526457
2.2333,A,mrac.pitch.u_ad,-0.0071129547
2.2333,A,mrac.roll.e,-0.9987464
2.2333,A,mrac.roll.u_ad,0.029434048
2.2333,A,mrac.yaw.e,-0.030613879
2.2333,A,mrac.yaw.u_ad,0.0021789677
2.2333,A,mrac.z.e,0.046664305
2.2333,A,mrac.z.u_ad,0.01322698
2.2333,A,status.arm,1
2.2333,A,status.flymode,1
2.2333,A,status.rc_authority,0
2.2333,A,status.sbus_lost,0
2.2333,A,status.twc_arrived,0
2.2333,A,status.twc_execute,0
2.4335,A,mrac.pitch.e,0.12526457
2.4335,A,mrac.pitch.u_ad,-0.0071129547
2.4335,A,mrac.roll.e,-0.9987464
2.4335,A,mrac.roll.u_ad,0.029434048
2.4335,A,mrac.yaw.e,-0.030613879
2.4335,A,mrac.yaw.u_ad,0.0021789677
2.4335,A,mrac.z.e,0.046664305
2.4335,A,mrac.z.u_ad,0.01322698
2.4335,A,status.arm,1
2.4335,A,status.flymode,1
2.4335,A,status.rc_authority,0
2.4335,A,status.sbus_lost,0
2.4335,A,status.twc_arrived,0
2.4335,A,status.twc_execute,0
2.6335,A,mrac.pitch.e,0.12526457
2.6335,A,mrac.pitch.u_ad,-0.0071129547
2.6335,A,mrac.roll.e,-0.9987464
2.6335,A,mrac.roll.u_ad,0.029434048
2.6335,A,mrac.yaw.e,-0.030613879
2.6335,A,mrac.yaw.u_ad,0.0021789677
2.6335,A,mrac.z.e,0.046664305
2.6335,A,mrac.z.u_ad,0.01322698
2.6335,A,status.arm,1
2.6335,A,status.flymode,1
2.6335,A,status.rc_authority,0
2.6335,A,status.sbus_lost,0
2.6335,A,status.twc_arrived,0
2.6335,A,status.twc_execute,0
2.8336,A,mrac.pitch.e,0.12526457
2.8336,A,mrac.pitch.u_ad,-0.0071129547
2.8336,A,mrac.roll.e,-0.9987464
2.8336,A,mrac.roll.u_ad,0.029434048
2.8336,A,mrac.yaw.e,-0.030613879
2.8336,A,mrac.yaw.u_ad,0.0021789677
2.8336,A,mrac.z.e,0.046664305
2.8336,A,mrac.z.u_ad,0.01322698
2.8336,A,status.arm,1
2.8336,A,status.flymode,1
2.8336,A,status.rc_authority,0
2.8336,A,status.sbus_lost,0
2.8336,A,status.twc_arrived,0
2.8336,A,status.twc_execute,0
3.0516,A,mrac.pitch.e,0.12526457
3.0516,A,mrac.pitch.u_ad,-0.0071129547
3.0516,A,mrac.roll.e,-0.9987464
3.0516,A,mrac.roll.u_ad,0.029434048
3.0516,A,mrac.yaw.e,-0.030613879
3.0516,A,mrac.yaw.u_ad,0.0021789677
3.0516,A,mrac.z.e,0.046664305
3.0516,A,mrac.z.u_ad,0.01322698
3.0516,A,status.arm,1
3.0516,A,status.flymode,1
3.0516,A,status.rc_authority,0
3.0516,A,status.sbus_lost,0
3.0516,A,status.twc_arrived,0
3.0516,A,status.twc_execute,0
3.2517,A,mrac.pitch.e,0.12526457
3.2517,A,mrac.pitch.u_ad,-0.0071129547
3.2517,A,mrac.roll.e,-0.9987464
3.2517,A,mrac.roll.u_ad,0.029434048
3.2517,A,mrac.yaw.e,-0.030613879
3.2517,A,mrac.yaw.u_ad,0.0021789677
3.2517,A,mrac.z.e,0.046664305
3.2517,A,mrac.z.u_ad,0.01322698
3.2517,A,status.arm,1
3.2517,A,status.flymode,1
3.2517,A,status.rc_authority,0
3.2517,A,status.sbus_lost,0
3.2517,A,status.twc_arrived,0
3.2517,A,status.twc_execute,0
3.4672,A,mrac.pitch.e,0.12526457
3.4672,A,mrac.pitch.u_ad,-0.0071129547
3.4672,A,mrac.roll.e,-0.9987464
3.4672,A,mrac.roll.u_ad,0.029434048
3.4672,A,mrac.yaw.e,-0.030613879
3.4672,A,mrac.yaw.u_ad,0.0021789677
3.4672,A,mrac.z.e,0.046664305
3.4672,A,mrac.z.u_ad,0.01322698
3.4672,A,status.arm,1
3.4672,A,status.flymode,1
3.4672,A,status.rc_authority,0
3.4672,A,status.sbus_lost,0
3.4672,A,status.twc_arrived,0
3.4672,A,status.twc_execute,0
3.6684,A,mrac.pitch.e,0.060827442
3.6684,A,mrac.pitch.u_ad,-0.002664756
3.6684,A,mrac.roll.e,0.40894604
3.6684,A,mrac.roll.u_ad,-0.01694452
3.6684,A,mrac.yaw.e,0.19942884
3.6684,A,mrac.yaw.u_ad,-0.0030620487
3.6684,A,mrac.z.e,0.26934889
3.6684,A,mrac.z.u_ad,-0.13938786
3.6684,A,status.arm,1
3.6684,A,status.flymode,1
3.6684,A,status.rc_authority,0
3.6684,A,status.sbus_lost,0
3.6684,A,status.twc_arrived,0
3.6684,A,status.twc_execute,0
3.8675,A,mrac.pitch.e,0.051503886
3.8675,A,mrac.pitch.u_ad,-0.010407235
3.8675,A,mrac.roll.e,-0.48262411
3.8675,A,mrac.roll.u_ad,0.081573501
3.8675,A,mrac.yaw.e,0.042729925
3.8675,A,mrac.yaw.u_ad,0.00052786293
3.8675,A,mrac.z.e,0.22505267
3.8675,A,mrac.z.u_ad,-0.12372114
3.8675,A,status.arm,1
3.8675,A,status.flymode,1
3.8675,A,status.rc_authority,0
3.8675,A,status.sbus_lost,0
3.8675,A,status.twc_arrived,0
3.8675,A,status.twc_execute,0
4.0855,A,mrac.pitch.e,0.051503886
4.0855,A,mrac.pitch.u_ad,-0.010407235
4.0855,A,mrac.roll.e,-0.48262411
4.0855,A,mrac.roll.u_ad,0.081573501
4.0855,A,mrac.yaw.e,0.042729925
4.0855,A,mrac.yaw.u_ad,0.00052786293
4.0855,A,mrac.z.e,0.22505267
4.0855,A,mrac.z.u_ad,-0.12372114
4.0855,A,status.arm,1
4.0855,A,status.flymode,1
4.0855,A,status.rc_authority,0
4.0855,A,status.sbus_lost,0
4.0855,A,status.twc_arrived,0
4.0855,A,status.twc_execute,0
4.2854,A,mrac.pitch.e,0.051503886
4.2854,A,mrac.pitch.u_ad,-0.010407235
4.2854,A,mrac.roll.e,-0.48262411
4.2854,A,mrac.roll.u_ad,0.081573501
4.2854,A,mrac.yaw.e,0.042729925
4.2854,A,mrac.yaw.u_ad,0.00052786293
4.2854,A,mrac.z.e,0.22505267
4.2854,A,mrac.z.u_ad,-0.12372114
4.2854,A,status.arm,1
4.2854,A,status.flymode,1
4.2854,A,status.rc_authority,0
4.2854,A,status.sbus_lost,0
4.2854,A,status.twc_arrived,0
