t_s,frame,key,value
0.0017,ID,id.arm,1
0.0017,ID,id.axis,2
0.0017,ID,id.dither,0.49814698
0.0017,ID,id.mode,1
0.0017,ID,id.sample_counter,40083
0.0017,ID,id.sysid_state,3
0.0017,ID,id.vbat,0
0.0017,ID,id.yaw.r,-0.35127497
0.0017,ID,id.yaw.u_ad,-0.026747093
0.0017,ID,id.yaw.u_nom,-0.12596367
0.0017,ID,id.yaw.x,0.15880506
0.0017,ID,id.yaw.xm,-0.35127497
0.0250,ID,id.arm,1
0.0250,ID,id.axis,2
0.0250,ID,id.dither,0
0.0250,ID,id.mode,1
0.0250,ID,id.sample_counter,40312
0.0250,ID,id.sysid_state,0
0.0250,ID,id.vbat,0
0.0250,ID,id.yaw.r,-0.14171755
0.0250,ID,id.yaw.u_ad,-0.016294351
0.0250,ID,id.yaw.u_nom,-0.024531977
0.0250,ID,id.yaw.x,-0.045800764
0.0250,ID,id.yaw.xm,-0.14171755
0.1038,ID,id.arm,1
0.1038,ID,id.axis,2
0.1038,ID,id.dither,7.7522445e-06
0.1038,ID,id.mode,1
0.1038,ID,id.sample_counter,40313
0.1038,ID,id.sysid_state,1
0.1038,ID,id.vbat,0
0.1038,ID,id.yaw.r,-0.12978905
0.1038,ID,id.yaw.u_ad,-0.015465237
0.1038,ID,id.yaw.u_nom,-0.024080966
0.1038,ID,id.yaw.x,-0.03574691
0.1038,ID,id.yaw.xm,-0.12978905
0.1084,ID,id.arm,1
0.1084,ID,id.axis,2
0.1084,ID,id.dither,6.2016734e-05
0.1084,ID,id.mode,1
0.1084,ID,id.sample_counter,40314
0.1084,ID,id.sysid_state,1
0.1084,ID,id.vbat,0
0.1084,ID,id.yaw.r,-0.12894318
0.1084,ID,id.yaw.u_ad,-0.01548232
0.1084,ID,id.yaw.u_nom,-0.04025057
0.1084,ID,id.yaw.x,0.030915197
0.1084,ID,id.yaw.xm,-0.12894318
0.1147,ID,id.arm,1
0.1147,ID,id.axis,2
0.1147,ID,id.dither,0.00020927431
0.1147,ID,id.mode,1
0.1147,ID,id.sample_counter,40315
0.1147,ID,id.sysid_state,1
0.1147,ID,id.vbat,0
0.1147,ID,id.yaw.r,-0.13029957
