t_s,frame,key,value
0.0136,ID,id.arm,1
0.0136,ID,id.axis,1
0.0136,ID,id.dither,-3.7581944e-05
0.0136,ID,id.mode,1
0.0136,ID,id.roll.r,0.026522435
0.0136,ID,id.roll.u_ad,0.15126474
0.0136,ID,id.roll.u_nom,0.063798316
0.0136,ID,id.roll.x,-0.060544703
0.0136,ID,id.roll.xm,0.026522435
0.0136,ID,id.sample_counter,32698
0.0136,ID,id.sysid_state,3
0.0136,ID,id.vbat,0
0.0298,A,mrac.pitch.e,0.071172573
0.0298,A,mrac.pitch.u_ad,-0.014453409
0.0298,A,mrac.roll.e,-0.12573726
0.0298,A,mrac.roll.u_ad,0.1560705
0.0298,A,mrac.yaw.e,0.22670875
0.0298,A,mrac.yaw.u_ad,-0.020638099
0.0298,A,mrac.z.e,0.14961541
0.0298,A,mrac.z.u_ad,-0.08953701
0.0298,A,status.arm,1
0.0298,A,status.flymode,1
0.0298,A,status.rc_authority,0
0.0298,A,status.sbus_lost,0
0.0298,A,status.twc_arrived,0
0.0298,A,status.twc_execute,0
0.0298,B,mrac.pitch.theta_0,0.00011698659
0.0298,B,mrac.pitch.theta_1,0.0028112181
0.0298,B,mrac.pitch.theta_2,0.00036882309
0.0298,B,mrac.pitch.theta_3,0.0014326643
0.0298,B,mrac.pitch.theta_4,0.085737489
0.0298,B,mrac.pitch.theta_5,0.13302296
0.0298,B,mrac.pitch.u_nom,0.00065302401
0.0298,B,mrac.pitch.xm,-0.037173916
0.0298,B,mrac.roll.theta_0,0.1430908
0.0298,B,mrac.roll.theta_1,0.00040717173
0.0298,B,mrac.roll.theta_2,0.012943473
0.0298,B,mrac.roll.theta_3,0.00094510149
0.0298,B,mrac.roll.theta_4,0.11693134
0.0298,B,mrac.roll.theta_5,0.11910964
0.0298,B,mrac.roll.u_nom,-0.049323335
0.0298,B,mrac.roll.xm,0.080247968
0.0298,B,mrac.yaw.theta_0,1.2611686e-44
0.0298,B,mrac.yaw.theta_1,0.0032786769
0.0298,B,mrac.yaw.theta_2,7.7215327e-06
0.0298,B,mrac.yaw.theta_3,0
0.0298,B,mrac.yaw.theta_4,0.089465186
0.0298,B,mrac.yaw.theta_5,0.088519819
0.0298,B,mrac.yaw.u_nom,-0.042821482
0.0298,B,mrac.yaw.xm,-0.17954601
0.0298,B,mrac.z.theta_0,0.0022650126
0.0298,B,mrac.z.theta_1,0.0054860748
0.0298,B,mrac.z.theta_2,0.0003167942
0.0298,B,mrac.z.theta_3,0
0.0298,B,mrac.z.theta_4,0.19724476
0.0298,B,mrac.z.theta_5,0.1938214
0.0298,B,mrac.z.u_nom,-0.32141337
0.0298,B,mrac.z.xm,-0.14999099
0.0298,B,path.active_path_mode,0
0.0298,B,path.circle_theta,0
0.0298,B,path.sinusoid_t_elapsed,0
0.0298,B,path.twc_arrived,0
0.0298,B,path.twc_target_x,0
0.0298,B,path.twc_target_y,0
0.0298,B,path.twc_target_z,0
0.0298,B,pid.gyrox.Des,4.597868
0.0298,B,pid.gyrox.FB,1.684199
0.0298,B,pid.gyrox.U,-57.708302
0.0298,B,pid.gyroy.Des,-2.1299076
0.0298,B,pid.gyroy.FB,1.8244773
0.0298,B,pid.gyroy.U,0.76403809
0.0298,B,pid.gyroz.Des,-10.287225
0.0298,B,pid.gyroz.FB,-0.51323223
0.0298,B,pid.gyroz.U,-80.161812
