t_s,frame,key,value
0.1599,A,mrac.pitch.e,0.23865971
0.1599,A,mrac.pitch.u_ad,-0.018257432
0.1599,A,mrac.roll.e,-0.058220088
0.1599,A,mrac.roll.u_ad,0.019133329
0.1599,A,mrac.yaw.e,0.11291222
0.1599,A,mrac.yaw.u_ad,-0.013025406
0.1599,A,mrac.z.e,0.44174039
0.1599,A,mrac.z.u_ad,-0.21087839
0.1599,A,status.arm,1
0.1599,A,status.flymode,1
0.1599,A,status.rc_authority,0
0.1599,A,status.sbus_lost,0
0.1599,A,status.twc_arrived,0
0.1599,A,status.twc_execute,0
0.3603,A,mrac.pitch.e,0.11301872
0.3603,A,mrac.pitch.u_ad,-0.013322593
0.3603,A,mrac.roll.e,-0.062729605
0.3603,A,mrac.roll.u_ad,0.013485478
0.3603,A,mrac.yaw.e,0.17390592
0.3603,A,mrac.yaw.u_ad,-0.013818001
0.3603,A,mrac.z.e,0.26345503
0.3603,A,mrac.z.u_ad,-0.14724478
0.3603,A,status.arm,1
0.3603,A,status.flymode,1
0.3603,A,status.rc_authority,0
0.3603,A,status.sbus_lost,0
0.3603,A,status.twc_arrived,0
0.3603,A,status.twc_execute,0
0.5761,A,mrac.pitch.e,0.024934057
0.5761,A,mrac.pitch.u_ad,-0.0003042724
0.5761,A,mrac.roll.e,-0.12509111
0.5761,A,mrac.roll.u_ad,0.026322881
0.5761,A,mrac.yaw.e,0.0034473911
0.5761,A,mrac.yaw.u_ad,-0.01071836
0.5761,A,mrac.z.e,-0.18877053
0.5761,A,mrac.z.u_ad,0.045870882
0.5761,A,status.arm,1
0.5761,A,status.flymode,1
0.5761,A,status.rc_authority,0
0.5761,A,status.sbus_lost,0
0.5761,A,status.twc_arrived,0
0.5761,A,status.twc_execute,0
0.7936,A,mrac.pitch.e,0.34626329
0.7936,A,mrac.pitch.u_ad,-0.032464914
0.7936,A,mrac.roll.e,0.051429048
0.7936,A,mrac.roll.u_ad,0.021775695
0.7936,A,mrac.yaw.e,0.033973236
0.7936,A,mrac.yaw.u_ad,-0.0082888547
0.7936,A,mrac.z.e,0.21951637
0.7936,A,mrac.z.u_ad,-0.098676309
0.7936,A,status.arm,1
0.7936,A,status.flymode,1
0.7936,A,status.rc_authority,0
0.7936,A,status.sbus_lost,0
0.7936,A,status.twc_arrived,0
0.7936,A,status.twc_execute,0
1.0113,A,mrac.pitch.e,0.15659276
1.0113,A,mrac.pitch.u_ad,-0.015543326
1.0113,A,mrac.roll.e,0.1248368
1.0113,A,mrac.roll.u_ad,0.01587908
1.0113,A,mrac.yaw.e,0.10362533
1.0113,A,mrac.yaw.u_ad,-0.011668872
1.0113,A,mrac.z.e,0.31045759
1.0113,A,mrac.z.u_ad,-0.13649724
1.0113,A,status.arm,1
1.0113,A,status.flymode,1
