t_s,frame,key,value
0.0776,A,mrac.pitch.e,0.19527963
0.0776,A,mrac.pitch.u_ad,-0.040199522
0.0776,A,mrac.roll.e,-0.052760951
0.0776,A,mrac.roll.u_ad,0.17415044
0.0776,A,mrac.yaw.e,-0.030451512
0.0776,A,mrac.yaw.u_ad,0.082335614
0.0776,A,mrac.z.e,0.1522714
0.0776,A,mrac.z.u_ad,-0.050908618
0.0776,A,status.arm,1
0.0776,A,status.flymode,1
0.0776,A,status.rc_authority,0
0.0776,A,status.sbus_lost,0
0.0776,A,status.twc_arrived,0
0.0776,A,status.twc_execute,0
0.0777,B,mrac.pitch.theta_0,1.7058747e-18
0.0777,B,mrac.pitch.theta_1,0.0049828538
0.0777,B,mrac.pitch.theta_2,0.00069826125
0.0777,B,mrac.pitch.theta_3,0.0062834332
0.0777,B,mrac.pitch.theta_4,0.13495295
0.0777,B,mrac.pitch.theta_5,0.14360709
0.0777,B,mrac.pitch.u_nom,0.0050552627
0.0777,B,mrac.pitch.xm,-0.21836416
0.0777,B,mrac.roll.theta_0,0.14861043
0.0777,B,mrac.roll.theta_1,0.001441426
0.0777,B,mrac.roll.theta_2,0.0062276046
0.0777,B,mrac.roll.theta_3,0.0058760107
0.0777,B,mrac.roll.theta_4,0.14556713
0.0777,B,mrac.roll.theta_5,0.14058962
0.0777,B,mrac.roll.u_nom,0.13642147
0.0777,B,mrac.roll.xm,0.14971063
0.0777,B,mrac.yaw.theta_0,0.084981263
0.0777,B,mrac.yaw.theta_1,0.0018539227
0.0777,B,mrac.yaw.theta_2,0.0034380271
0.0777,B,mrac.yaw.theta_3,0
0.0777,B,mrac.yaw.theta_4,0.040527716
0.0777,B,mrac.yaw.theta_5,0.085490555
0.0777,B,mrac.yaw.u_nom,-0.004698386
0.0777,B,mrac.yaw.xm,-0.022610115
0.0777,B,mrac.z.theta_0,0.014215025
0.0777,B,mrac.z.theta_1,0.0016941037
0.0777,B,mrac.z.theta_2,0.0056955195
0.0777,B,mrac.z.theta_3,0
0.0777,B,mrac.z.theta_4,0.19492334
0.0777,B,mrac.z.theta_5,0.18634722
0.0777,B,mrac.z.u_nom,-0.14263152
0.0777,B,mrac.z.xm,-0.049401764
0.0777,B,path.active_path_mode,0
0.0777,B,path.circle_theta,0
0.0777,B,path.sinusoid_t_elapsed,0
0.0777,B,path.twc_arrived,0
0.0777,B,path.twc_target_x,1.4901161e-06
0.0777,B,path.twc_target_y,0
0.0777,B,path.twc_target_z,0.60000002
