t_s,frame,key,value
0.0075,ID,id.arm,1
0.0075,ID,id.mode,1
0.0075,ID,id.pitch.r,-0.23304437
0.0075,ID,id.pitch.u_ad,-0.038108822
0.0075,ID,id.pitch.u_nom,0.020538297
0.0075,ID,id.pitch.x,-0.12233082
0.0075,ID,id.pitch.xm,-0.23304437
0.0075,ID,id.roll.r,0.049945176
0.0075,ID,id.roll.u_ad,0.13325745
0.0075,ID,id.roll.u_nom,-0.11462428
0.0075,ID,id.roll.x,0.36742616
0.0075,ID,id.roll.xm,0.049945176
0.0075,ID,id.sample_counter,3901
0.0075,ID,id.sysid_state,3
0.0075,ID,id.vbat,0
0.0075,ID,id.yaw.r,-0.043669067
0.0075,ID,id.yaw.u_ad,-0.0039200936
0.0075,ID,id.yaw.u_nom,0.00087892596
0.0075,ID,id.yaw.x,-0.051551342
0.0075,ID,id.yaw.xm,-0.043669067
0.0075,ID,id.z.r,-0.23495618
0.0075,ID,id.z.u_ad,-0.12937622
0.0075,ID,id.z.u_nom,-0.462376
0.0075,ID,id.z.x,-0.0068824007
0.0075,ID,id.z.xm,-0.23495618
0.0285,ID,id.arm,1
0.0285,ID,id.mode,1
0.0285,ID,id.pitch.r,-0.20554926
0.0285,ID,id.pitch.u_ad,-0.034107771
0.0285,ID,id.pitch.u_nom,-0.031551111
0.0285,ID,id.pitch.x,-0.031483907
0.0285,ID,id.pitch.xm,-0.20554926
0.0285,ID,id.roll.r,0.10645938
0.0285,ID,id.roll.u_ad,0.16599222
0.0285,ID,id.roll.u_nom,-0.023076987
0.0285,ID,id.roll.x,0.043010272
0.0285,ID,id.roll.xm,0.10645938
0.0285,ID,id.sample_counter,3963
0.0285,ID,id.sysid_state,0
0.0285,ID,id.vbat,0
0.0285,ID,id.yaw.r,-0.16860187
0.0285,ID,id.yaw.u_ad,-0.016317355
0.0285,ID,id.yaw.u_nom,-0.056309801
0.0285,ID,id.yaw.x,0.056956947
0.0285,ID,id.yaw.xm,-0.16860187
0.0285,ID,id.z.r,-0.16484499
0.0285,ID,id.z.u_ad,-0.10165176
0.0285,ID,id.z.u_nom,-0.35391796
0.0285,ID,id.z.x,-0.001045518
0.0285,ID,id.z.xm,-0.16484499
0.0642,ID,id.arm,1
0.0642,ID,id.mode,1
0.0642,ID,id.pitch.r,0.037348449
0.0642,ID,id.pitch.u_ad,0.0011273546
0.0642,ID,id.pitch.u_nom,-0.055169549
