t_s,frame,key,value
0.0145,A,mrac.pitch.e,-0.0026832093
0.0145,A,mrac.pitch.u_ad,-0.0020360551
0.0145,A,mrac.roll.e,-0.010139743
0.0145,A,mrac.roll.u_ad,0.12892634
0.0145,A,mrac.yaw.e,0.04212255
0.0145,A,mrac.yaw.u_ad,-0.0066291732
0.0145,A,mrac.z.e,1.7048222e-05
0.0145,A,mrac.z.u_ad,0.49619529
0.0145,A,status.arm,0
0.0145,A,status.flymode,0
0.0145,A,status.of_hold,0
0.0145,A,status.rc_authority,0
0.0145,A,status.sbus_lost,0
0.0145,A,status.twc_arrived,0
0.0145,A,status.twc_execute,0
0.0145,B,mrac.pitch.theta_0,0.00021483532
0.0145,B,mrac.pitch.theta_1,0.0008780497
0.0145,B,mrac.pitch.theta_2,0.0038274513
0.0145,B,mrac.pitch.theta_3,0.0066910684
0.0145,B,mrac.pitch.theta_4,0.040773414
0.0145,B,mrac.pitch.theta_5,0.076488093
0.0145,B,mrac.pitch.u_nom,-0.012246883
0.0145,B,mrac.pitch.xm,-0.022429164
0.0145,B,mrac.roll.theta_0,0.12853344
0.0145,B,mrac.roll.theta_1,0.00015633972
0.0145,B,mrac.roll.theta_2,0.0025917618
0.0145,B,mrac.roll.theta_3,0.0047094421
0.0145,B,mrac.roll.theta_4,0.047489323
0.0145,B,mrac.roll.theta_5,0.072326325
0.0145,B,mrac.roll.u_nom,0.0021862828
0.0145,B,mrac.roll.xm,0.0049826861
0.0145,B,mrac.yaw.theta_0,5.6280651e-06
0.0145,B,mrac.yaw.theta_1,0.025912555
0.0145,B,mrac.yaw.theta_2,0.0049486584
0.0145,B,mrac.yaw.theta_3,0
0.0145,B,mrac.yaw.theta_4,0.11099014
0.0145,B,mrac.yaw.theta_5,0.087413996
0.0145,B,mrac.yaw.u_nom,-0.017890379
0.0145,B,mrac.yaw.xm,-0.058043353
0.0145,B,mrac.z.theta_0,0.50025064
0.0145,B,mrac.z.theta_1,3.4038426e-14
0.0145,B,mrac.z.theta_2,0.0077549545
0.0145,B,mrac.z.theta_3,0
0.0145,B,mrac.z.theta_4,0.1927053
0.0145,B,mrac.z.theta_5,0.014066365
0.0145,B,mrac.z.u_nom,-0.021041719
0.0145,B,mrac.z.xm,0
0.0145,B,path.active_path_mode,0
0.0145,B,path.circle_theta,0
0.0145,B,path.sinusoid_t_elapsed,0
0.0145,B,path.twc_arrived,0
0.0145,B,path.twc_target_x,0
0.0145,B,path.twc_target_y,0
0.0145,B,path.twc_target_z,0
0.0145,B,pid.gyrox.Des,0.28548676
0.0145,B,pid.gyrox.FB,0.014600977
0.0145,B,pid.gyrox.U,2.557951
0.0145,B,pid.gyroy.Des,-1.2850959
0.0145,B,pid.gyroy.FB,-0.67409217
0.0145,B,pid.gyroy.U,-14.328854
0.0145,B,pid.gyroz.Des,-3.3256378
0.0145,B,pid.gyroz.FB,0.60844183
0.0145,B,pid.gyroz.U,-33.490788
0.0145,B,pid.locx.Des,0
0.0145,B,pid.locx.FB,14.439016
0.0145,B,pid.locx.U,-13.607091
0.0145,B,pid.locxs.Des,-13.607091
0.0145,B,pid.locxs.FB,3.784837
0.0145,B,pid.locxs.U,-52.24313
0.0145,B,pid.locy.Des,0
0.0145,B,pid.locy.FB,22.185215
0.0145,B,pid.locy.U,-19.861652
0.0145,B,pid.locys.Des,-19.861652
0.0145,B,pid.locys.FB,5.5385027
0.0145,B,pid.locys.U,-76.336456
0.0145,B,pid.pitch.Des,0.81361955
0.0145,B,pid.pitch.FB,1.2518834
0.0145,B,pid.pitch.U,-1.2850959
0.0145,B,pid.roll.Des,0.030697376
0.0145,B,pid.roll.FB,-0.06623289
0.0145,B,pid.roll.U,0.28548676
0.0145,B,pid.yaw.Des,-82.438591
0.0145,B,pid.yaw.FB,-82.217651
0.0145,B,pid.yaw.U,-3.3256378
0.0145,B,pid.z_pos.Des,0.81980371
0.0145,B,pid.z_pos.FB,0.81980371
0.0145,B,pid.z_pos.U,0
0.0145,B,pid.z_rate.Des,0
0.0145,B,pid.z_rate.FB,7.0941576e-05
0.0145,B,pid.z_rate.U,-4.6712618
0.0145,B,status.vbat,16.171219
0.2315,A,mrac.pitch.e,0.011400629
0.2315,A,mrac.pitch.u_ad,-0.0022397619
0.2315,A,mrac.roll.e,-0.0085095288
0.2315,A,mrac.roll.u_ad,0.12889065
0.2315,A,mrac.yaw.e,0.064410962
0.2315,A,mrac.yaw.u_ad,-0.0069665676
0.2315,A,mrac.z.e,-0.048469201
0.2315,A,mrac.z.u_ad,0.50269556
0.2315,A,status.arm,0
0.2315,A,status.flymode,0
0.2315,A,status.of_hold,0
0.2315,A,status.rc_authority,0
0.2315,A,status.sbus_lost,0
0.2315,A,status.twc_arrived,0
0.2315,A,status.twc_execute,0
0.2315,B,mrac.pitch.theta_0,0.00020940992
0.2315,B,mrac.pitch.theta_1,0.0008776171
0.2315,B,mrac.pitch.theta_2,0.0038273721
0.2315,B,mrac.pitch.theta_3,0.0066910018
0.2315,B,mrac.pitch.theta_4,0.040774737
0.2315,B,mrac.pitch.theta_5,0.07648778
0.2315,B,mrac.pitch.u_nom,-0.024395207
0.2315,B,mrac.pitch.xm,-0.023219544
0.2315,B,mrac.roll.theta_0,0.12853344
0.2315,B,mrac.roll.theta_1,0.00015633972
