t_s,frame,key,value
0.0018,ID,id.arm,1
0.0018,ID,id.axis,1
0.0018,ID,id.dither,1.8921535e-05
0.0018,ID,id.mode,1
0.0018,ID,id.roll.r,0.08830902
0.0018,ID,id.roll.u_ad,0.16811183
0.0018,ID,id.roll.u_nom,0.14714581
0.0018,ID,id.roll.x,-0.20063984
0.0018,ID,id.roll.xm,0.08830902
0.0018,ID,id.sample_counter,6600
0.0018,ID,id.sysid_state,3
0.0018,ID,id.vbat,0
0.0915,ID,id.arm,1
0.0915,ID,id.axis,1
0.0915,ID,id.dither,0
0.0915,ID,id.mode,1
0.0915,ID,id.roll.r,0.11163019
0.0915,ID,id.roll.u_ad,0.15357082
0.0915,ID,id.roll.u_nom,-0.1135368
0.0915,ID,id.roll.x,0.25248024
0.0915,ID,id.roll.xm,0.11163019
0.0915,ID,id.sample_counter,6601
0.0915,ID,id.sysid_state,1
0.0915,ID,id.vbat,0
0.0957,ID,id.arm,1
0.0957,ID,id.axis,1
0.0957,ID,id.dither,-0.00020610105
0.0957,ID,id.mode,1
0.0957,ID,id.roll.r,0.095492095
0.0957,ID,id.roll.u_ad,0.15621081
0.0957,ID,id.roll.u_nom,0.12093852
0.0957,ID,id.roll.x,-0.02314003
0.0957,ID,id.roll.xm,0.095492095
0.0957,ID,id.sample_counter,6602
0.0957,ID,id.sysid_state,1
0.0957,ID,id.vbat,0
0.1030,ID,id.arm,1
0.1030,ID,id.axis,1
0.1030,ID,id.dither,-0.00019511535
0.1030,ID,id.mode,1
0.1030,ID,id.roll.r,0.1070638
0.1030,ID,id.roll.u_ad,0.15247811
0.1030,ID,id.roll.u_nom,-0.10838231
0.1030,ID,id.roll.x,0.22686253
0.1030,ID,id.roll.xm,0.1070638
0.1030,ID,id.sample_counter,6603
0.1030,ID,id.sysid_state,1
0.1030,ID,id.vbat,0
0.1058,ID,id.arm,1
0.1058,ID,id.axis,1
0.1058,ID,id.dither,0.00088774442
0.1058,ID,id.mode,1
0.1058,ID,id.roll.r,0.091010153
0.1058,ID,id.roll.u_ad,0.15455671
0.1058,ID,id.roll.u_nom,0.099553503
0.1058,ID,id.roll.x,0.044089269
0.1058,ID,id.roll.xm,0.091010153
0.1058,ID,id.sample_counter,6604
0.1058,ID,id.sysid_state,1
0.1058,ID,id.vbat,0
0.1107,ID,id.arm,1
0.1107,ID,id.axis,1
0.1107,ID,id.dither,0.0035011917
0.1107,ID,id.mode,1
0.1107,ID,id.roll.r,0.10602882
0.1107,ID,id.roll.u_ad,0.15364429
0.1107,ID,id.roll.u_nom,-0.010778327
0.1107,ID,id.roll.x,0.098167814
0.1107,ID,id.roll.xm,0.10602882
