I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,I70,I71,I72,I73,I74
0.000000,0.003174,0.001937,0.000332,0.116966,0.145175,-0.024642,-0.084114,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,-0.000324,0.011894,0.077399,0.003180,0.001140,0.000000,0.025135,0.086841,-0.005712,0.000000,0.000000,0.008727,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.574757,0.000000,-4.819402,-0.248230,0.000000,0.681485,-21.670799,-21.670799,-0.013433,1.294986,0.681485,-0.379009,1.897440,-4.819402,-28.831306,1.332423,0.000000,-10.692188,-0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003176,0.001937,0.000332,0.116965,0.145171,-0.016663,-0.081550,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,0.001509,0.014234,0.077399,0.003180,0.001140,0.000000,0.025135,0.086841,0.009153,0.000000,0.000000,0.008726,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.564709,0.000000,-4.672476,-0.265699,0.000000,0.815557,-21.629435,-21.629435,0.023490,-0.279890,0.815557,1.764981,-0.415107,-4.672476,-19.496075,-2.135412,0.000000,17.135113,0.000001,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003177,0.001937,0.000332,0.116967,0.145168,-0.004829,-0.080733,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,-0.014743,0.014172,0.077399,0.003180,0.001140,0.000000,0.025135,0.086841,0.000896,0.000000,0.000000,0.008725,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.543552,0.000000,-4.625684,-0.288201,0.000000,0.811972,-21.638309,-21.638309,-0.038490,1.889255,0.811972,-17.249460,-1.241128,-4.625684,-5.649843,-0.205177,0.000000,1.678116,0.000004,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003180,0.001937,0.000332,0.116966,0.145164,-0.004343,-0.077971,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,-0.004500,0.012979,0.077493,0.003179,0.001140,0.000000,0.025135,0.086841,-0.003178,0.000000,0.000000,0.008725,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.504035,0.000000,-4.467416,-0.249897,0.000000,0.743615,-21.679199,-21.679199,-0.018064,0.273494,0.743615,-5.265195,-1.526814,-4.467416,-5.081584,0.742406,0.000000,-5.949512,0.000004,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003180,0.001937,0.000332,0.116967,0.145160,-0.040506,-0.078601,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,-0.000766,0.012510,0.077493,0.003179,0.001140,0.000000,0.025135,0.086841,0.003053,0.000000,0.000000,0.008724,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.485549,0.000000,-4.503513,-0.241269,0.000000,0.716781,-21.708435,-21.708435,0.020138,0.231549,0.716781,-0.895936,1.832501,-4.503513,-47.391548,-0.713908,0.000000,5.714941,-0.000001,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003178,0.001936,0.000332,0.116968,0.145156,-0.011616,-0.079858,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,-0.013966,0.011514,0.077493,0.003179,0.001140,0.000000,0.025135,0.086841,0.001115,0.000000,0.000000,0.008723,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.536783,0.000000,-4.575548,-0.240690,0.000000,0.659717,-21.673031,-21.673031,-0.020921,1.804591,0.659717,-16.340794,-1.019565,-4.575548,-13.590414,-0.257468,0.000000,2.087572,-0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003177,0.001936,0.000332,0.116971,0.145153,-0.008255,-0.082707,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,0.017666,0.012823,0.077493,0.003179,0.001140,0.000000,0.025135,0.086841,0.011550,0.000000,0.000000,0.008722,0.001787,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.571111,0.000000,-4.738747,-0.230631,0.000000,0.734714,-21.695637,-21.695637,0.051358,-1.439936,0.734714,20.669474,-0.113204,-4.738747,-9.658836,-2.697130,0.000000,21.621447,-0.000005,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003177,0.001936,0.000332,0.116971,0.145149,-0.008109,-0.081631,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,0.007866,0.011993,0.077684,0.003179,0.001140,0.000000,0.025135,0.086840,-0.000295,0.000000,0.000000,0.008722,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.584777,0.000000,-4.677110,-0.242375,0.000000,0.687153,-21.749390,-21.749390,0.003548,0.481917,0.687153,9.203532,-1.799257,-4.677110,-9.487718,0.068135,0.000000,-0.551462,-0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003179,0.001936,0.000332,0.116972,0.145145,-0.004664,-0.081908,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,-0.006275,0.011368,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,-0.002926,0.000000,0.000000,0.008721,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.574010,0.000000,-4.692986,-0.242112,0.000000,0.651333,-21.808447,-21.808447,0.019170,1.774030,0.651333,-7.342108,-1.572502,-4.692986,-5.456505,0.679035,0.000000,-5.476891,0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003178,0.001936,0.000332,0.116974,0.145142,-0.019370,-0.081062,0.083065,0.001771,0.001042,0.000337,0.012169,0.030404,0.029106,0.011479,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,-0.004646,0.000000,0.000000,0.008720,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.551028,0.000000,-4.644527,-0.214895,0.000000,0.657676,-21.776720,-21.776720,-0.025356,-1.655544,0.657676,34.054150,-0.120314,-4.644527,-22.663433,1.086091,0.000000,-8.697923,0.000000,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003181,0.001936,0.000332,0.116974,0.145138,-0.015575,-0.079314,0.083256,0.001771,0.001042,0.000337,0.012169,0.030404,0.028218,0.010398,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,-0.000690,0.000000,0.000000,0.008719,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.532870,0.000000,-4.544351,-0.194493,0.000000,0.595764,-21.750895,-21.750895,-0.025207,-1.544841,0.595764,33.014969,-1.146380,-4.544351,-18.222900,0.163366,0.000000,-1.291741,0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003183,0.001936,0.000332,0.116978,0.145136,-0.025627,-0.087546,0.083256,0.001771,0.001042,0.000337,0.012169,0.030404,0.021936,0.010112,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,-0.005552,0.000000,0.000000,0.008719,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.507236,-0.175275,-5.016018,-0.180193,0.000071,0.579353,-21.780104,-21.780104,-0.026693,-1.612151,0.579353,25.664925,-0.481503,-5.016018,-29.984013,1.297080,0.000000,-10.393740,0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,-0.371045,0.000000,1.112011,0.928615,0.000000,-2.786294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003186,0.001936,0.000332,0.116978,0.145132,-0.012140,-0.085939,0.083256,0.001771,0.001042,0.000337,0.012169,0.030404,0.012781,0.007895,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,-0.001955,0.000000,0.000000,0.008718,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.489133,-0.175275,-4.923949,-0.144142,0.000021,0.452329,-21.772736,-21.772736,0.004539,-0.738474,0.452329,14.953512,-1.707907,-4.923949,-14.204082,0.455299,0.000000,-3.659336,0.000004,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,-0.370926,0.000000,1.112450,0.928663,0.000000,-2.786118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003185,0.001936,0.000332,0.116982,0.145129,-0.051566,-0.089519,0.083256,0.001771,0.001042,0.000337,0.012169,0.030404,0.008751,0.010701,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,0.010845,0.000000,0.000000,0.008717,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.517100,-0.175275,-5.129054,-0.203341,-0.000026,0.613106,-21.730614,-21.730614,0.049803,-0.215090,0.613106,10.239183,2.367693,-5.129054,-60.332405,-2.533007,0.000000,20.302267,-0.000004,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,-0.370243,0.000000,1.111141,0.928935,0.000000,-2.786640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003184,0.001936,0.000332,0.116984,0.145126,0.010292,-0.088939,0.083457,0.001770,0.001042,0.000337,0.012169,0.030404,-0.017236,0.009523,0.077867,0.003178,0.001140,0.000000,0.025135,0.086840,-0.009871,0.000000,0.000000,0.008716,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.554984,-0.175275,-5.095823,-0.187539,0.000007,0.545621,-21.787642,-21.787642,-0.043271,1.299745,0.545621,-20.165731,-3.441664,-5.095823,12.041886,2.306224,0.000000,-18.478445,-0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,-0.371167,0.000000,1.113397,0.928566,0.000000,-2.785740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003184,0.001936,0.000332,0.116988,0.145122,-0.016414,-0.089808,0.083681,0.001770,0.001042,0.000337,0.012170,0.030404,-0.006007,0.009406,0.077819,0.003177,0.001140,0.000000,0.025135,0.086839,0.000201,0.000000,0.000000,0.008715,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.541898,-0.175275,-5.145623,-0.195251,-0.000009,0.538946,-21.776377,-21.776377,0.011659,1.266330,0.538946,-7.027899,-0.466603,-5.145623,-19.204084,-0.049282,0.000000,0.376443,-0.000001,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,-0.370985,0.000000,1.113091,0.928639,0.000000,-2.785862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003183,0.001936,0.000332,0.116990,0.145120,-0.018721,-0.081791,0.084058,0.001770,0.001042,0.000337,0.012170,0.030404,-0.009372,0.010791,0.077819,0.003177,0.001140,0.000000,0.025135,0.086839,0.006682,0.000000,0.000000,0.008715,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.554546,0.000000,-4.686266,-0.195815,0.000000,0.618276,-21.787848,-21.787848,0.028213,0.024575,0.618276,-10.965159,0.255971,-4.686266,-21.903034,-1.560393,0.000000,12.509274,-0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019993,0.019116,-0.000618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001935,0.000332,0.116993,0.145116,-0.033276,-0.084752,0.084058,0.001770,0.001042,0.000337,0.012170,0.030404,0.000775,0.010831,0.077819,0.003177,0.001140,0.000000,0.025135,0.086839,-0.005580,0.000000,0.000000,0.008714,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.589462,0.000000,-4.855923,-0.211833,0.000000,0.620556,-21.792412,-21.792412,-0.055736,0.148519,0.620556,0.906454,2.163906,-4.855923,-38.932842,1.307830,0.000000,-10.445757,-0.000006,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001935,0.000332,0.116994,0.145112,-0.003091,-0.083389,0.084439,0.001769,0.001042,0.000337,0.012170,0.030404,0.011951,0.010534,0.077819,0.003177,0.001140,0.000000,0.025135,0.086839,0.005811,0.000000,0.000000,0.008713,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.587912,0.000000,-4.777826,-0.212601,0.000000,0.603540,-21.730127,-21.730127,0.032430,0.056728,0.603540,13.982330,-0.753679,-4.777826,-3.616653,-1.357824,0.000000,10.878476,-0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003179,0.001935,0.000332,0.116997,0.145109,-0.006159,-0.086007,0.084439,0.001769,0.001042,0.000337,0.012170,0.030404,0.004499,0.010594,0.077819,0.003177,0.001140,0.000000,0.025135,0.086839,-0.007675,0.000000,0.000000,0.008713,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.645500,0.000000,-4.927824,-0.208018,0.000000,0.606996,-21.712748,-21.712748,-0.034803,0.227791,0.606996,5.263853,-0.909129,-4.927824,-7.205911,1.793913,0.000000,-14.367862,-0.000005,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003178,0.001935,0.000332,0.116999,0.145106,-0.010887,-0.085159,0.084939,0.001769,0.001042,0.000337,0.012171,0.030405,0.012457,0.012368,0.077920,0.003176,0.001140,0.000000,0.025136,0.086839,0.015026,0.000000,0.000000,0.008712,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.656662,0.000000,-4.879277,-0.255516,0.000000,0.708644,-21.708635,-21.708635,0.086276,0.550528,0.708644,14.574203,-2.077121,-4.879277,-12.737648,-3.512136,0.000000,28.128239,0.000000,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019991,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003184,0.001935,0.000332,0.117000,0.145102,-0.028101,-0.085419,0.084939,0.001769,0.001042,0.000337,0.012171,0.030405,0.004041,0.014970,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,0.002298,0.000000,0.000000,0.008711,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.604824,0.000000,-4.894170,-0.268756,0.000000,0.857693,-21.798897,-21.798897,0.034354,-0.769109,0.857693,4.728514,1.798296,-4.894170,-32.877861,-0.540308,0.000000,4.302383,0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003179,0.001935,0.000333,0.117003,0.145099,-0.017605,-0.088857,0.085693,0.001768,0.001042,0.000337,0.012173,0.030405,-0.009277,0.016749,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,-0.004530,0.000000,0.000000,0.008710,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.679295,0.000000,-5.091136,-0.313201,0.000000,0.959642,-21.800787,-21.800787,-0.019585,0.213633,0.959642,-10.853816,0.767399,-5.091136,-20.598072,1.058335,0.000000,-8.479792,-0.000008,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019991,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001935,0.000333,0.117004,0.145096,-0.002669,-0.083973,0.085693,0.001768,0.001042,0.000337,0.012173,0.030405,-0.000708,0.013597,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,0.006295,0.000000,0.000000,0.008710,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.625089,0.000000,-4.811322,-0.272086,0.000000,0.779037,-21.753342,-21.753342,0.022603,0.710079,0.779037,-0.827925,-2.319367,-4.811322,-3.123178,-1.469422,0.000000,11.784381,0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001935,0.000333,0.117007,0.145092,-0.037059,-0.084360,0.085693,0.001768,0.001042,0.000337,0.012173,0.030405,-0.003740,0.012395,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,0.006462,0.000000,0.000000,0.008709,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.606158,0.000000,-4.833447,-0.243645,0.000000,0.710197,-21.800776,-21.800776,0.043939,0.886341,0.710197,-4.376153,1.233214,-4.833447,-43.359070,-1.511501,0.000000,12.096959,0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003181,0.001935,0.000333,0.117009,0.145090,-0.032112,-0.084027,0.085693,0.001768,0.001042,0.000337,0.012173,0.030405,0.011587,0.012723,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,-0.001665,0.000000,0.000000,0.008708,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.612474,0.000000,-4.814406,-0.244716,0.000000,0.728991,-21.785110,-21.785110,-0.001256,-0.313829,0.728991,13.556327,0.149617,-4.814406,-37.571220,0.387434,0.000000,-3.116709,0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001935,0.000333,0.117009,0.145086,-0.017884,-0.084850,0.086100,0.001767,0.001042,0.000337,0.012173,0.030406,-0.009514,0.014577,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,0.009914,0.000000,0.000000,0.008707,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.597919,0.000000,-4.861570,-0.285372,0.000000,0.835205,-21.776299,-21.776299,0.070194,0.821074,0.835205,-11.131546,1.203370,-4.861570,-20.924202,-2.318001,0.000000,18.559788,-0.000001,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003184,0.001935,0.000333,0.117010,0.145082,-0.017365,-0.082571,0.086240,0.001766,0.001042,0.000337,0.012174,0.030405,-0.032608,0.011249,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,-0.004164,0.000000,0.000000,0.008707,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.581408,0.000000,-4.730947,-0.260379,0.000000,0.644520,-21.771219,-21.771219,-0.001452,4.181757,0.644520,-38.151604,-0.286306,-4.730947,-20.317432,0.970601,0.000000,-7.795909,0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003184,0.001935,0.000333,0.117012,0.145079,-0.004411,-0.083211,0.086435,0.001766,0.001042,0.000337,0.012175,0.030406,0.010590,0.011349,0.078003,0.003176,0.001140,0.000000,0.025136,0.086839,-0.002830,0.000000,0.000000,0.008706,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.599590,0.000000,-4.767640,-0.214787,0.000000,0.650252,-21.732359,-21.732359,-0.053754,-0.596766,0.650252,12.390181,-1.343035,-4.767640,-5.160339,0.664915,0.000000,-5.298020,-0.000002,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001934,0.000333,0.117015,0.145076,-0.022537,-0.084827,0.086237,0.001766,0.001042,0.000337,0.012175,0.030405,0.023976,0.011211,0.077830,0.003175,0.001140,0.000000,0.025136,0.086838,-0.002128,0.000000,0.000000,0.008705,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.604944,0.000000,-4.860240,-0.198623,0.000000,0.642316,-21.709150,-21.709150,0.025322,-1.683005,0.642316,28.052483,0.776377,-4.860240,-26.368580,0.492863,0.000000,-3.983119,-0.000004,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003183,0.001934,0.000333,0.117015,0.145072,-0.014817,-0.083855,0.086237,0.001766,0.001042,0.000337,0.012175,0.030405,0.014157,0.010730,0.077830,0.003175,0.001140,0.000000,0.025136,0.086838,0.005149,0.000000,0.000000,0.008704,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.610696,0.000000,-4.804558,-0.191464,0.000000,0.614787,-21.714876,-21.714876,0.028743,-1.231567,0.614787,16.563442,-0.731779,-4.804558,-17.335911,-1.203455,0.000000,9.638681,-0.000001,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003182,0.001934,0.000333,0.117018,0.145069,-0.018008,-0.087263,0.086237,0.001766,0.001042,0.000337,0.012175,0.030405,-0.011017,0.009225,0.077830,0.003175,0.001140,0.000000,0.025136,0.086838,-0.007491,0.000000,0.000000,0.008704,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.637161,0.000000,-4.999804,-0.182402,0.000000,0.528537,-21.714233,-21.714233,-0.036739,1.016592,0.528537,-12.889931,1.541139,-4.999804,-21.069870,1.750262,0.000000,-14.023935,-0.000005,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003186,0.001934,0.000333,0.117017,0.145065,-0.023656,-0.082223,0.086237,0.001766,0.001042,0.000337,0.012175,0.030405,-0.001793,0.011192,0.077952,0.003175,0.001140,0.000000,0.025136,0.086838,-0.000735,0.000000,0.000000,0.008703,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.584015,0.000000,-4.711022,-0.197492,0.000000,0.641234,-21.748522,-21.748522,0.010149,-0.623312,0.641234,-2.098058,-0.487441,-4.711022,-27.677528,0.170771,0.000000,-1.376369,0.000005,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.003187,0.001934,0.000333,0.117018,0.145061,-0.024881,-0.081756,0.086237,0.001766,0.001042,0.000337,0.012175,0.030405,0.000470,0.007908,0.078049,0.003174,0.001140,0.000000,0.025136,0.086838,0.001814,0.000000,0.000000,0.008702,0.001786,0.000000,0.199941,0.199919,-1.351351,-1.000000,1.576809,0.000000,-4.684248,-0.153016,0.000000,0.453085,-21.768316,-21.768316,-0.000795,0.298978,0.453085,0.550462,-0.593249,-4.684248,-29.110893,-0.423151,0.000000,3.396222,0.000003,-1.000000,-300.000000,-19.539577,-19.539577,2.000000,22.037025,22.037025,2.000000,0.019992,0.019116,-0.000617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
